Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
E0;05/11/2016;Burnley;Crystal Palace;3;2;H
E0;05/11/2016;Chelsea;Everton;5;0;H
E0;05/11/2016;Man City;Middlesbrough;1;1;D
E0;05/11/2016;West Ham;Stoke;1;1;D
E0;06/11/2016;Arsenal;Tottenham;1;1;D
E0;06/11/2016;Hull;Southampton;2;1;H
E0;06/11/2016;Leicester;West Brom;1;2;A
E0;06/11/2016;Liverpool;Watford;6;1;H
E0;06/11/2016;Swansea;Man United;1;3;A
E0;19/11/2016;Crystal Palace;Man City;1;2;A
E0;19/11/2016;Everton;Swansea;1;1;D
E0;19/11/2016;Man United;Arsenal;1;1;D
E0;19/11/2016;Southampton;Liverpool;0;0;D
E0;19/11/2016;Stoke;Bournemouth;0;1;A
E0;19/11/2016;Sunderland;Hull;3;0;H
E0;19/11/2016;Tottenham;West Ham;3;2;H
E0;19/11/2016;Watford;Leicester;2;1;H
E0;20/11/2016;Middlesbrough;Chelsea;0;1;A
E0;21/11/2016;West Brom;Burnley;4;0;H
E0;26/11/2016;Burnley;Man City;1;2;A
E0;26/11/2016;Chelsea;Tottenham;2;1;H
E0;26/11/2016;Hull;West Brom;1;1;D
E0;26/11/2016;Leicester;Middlesbrough;2;2;D
E0;26/11/2016;Liverpool;Sunderland;2;0;H
E0;26/11/2016;Swansea;Crystal Palace;5;4;H
E0;27/11/2016;Arsenal;Bournemouth;3;1;H
E0;27/11/2016;Man United;West Ham;1;1;D
E0;27/11/2016;Southampton;Everton;1;0;H
E0;27/11/2016;Watford;Stoke;0;1;A
E0;03/12/2016;Crystal Palace;Southampton;3;0;H
E0;03/12/2016;Man City;Chelsea;1;3;A
E0;03/12/2016;Stoke;Burnley;2;0;H
E0;03/12/2016;Sunderland;Leicester;2;1;H
E0;03/12/2016;Tottenham;Swansea;5;0;H
E0;03/12/2016;West Brom;Watford;3;1;H
E0;03/12/2016;West Ham;Arsenal;1;5;A
E0;04/12/2016;Bournemouth;Liverpool;4;3;H
E0;04/12/2016;Everton;Man United;1;1;D
E0;05/12/2016;Middlesbrough;Hull;1;0;H
E0;10/12/2016;Arsenal;Stoke;3;1;H
E0;10/12/2016;Burnley;Bournemouth;3;2;H
E0;10/12/2016;Hull;Crystal Palace;3;3;D
E0;10/12/2016;Leicester;Man City;4;2;H
E0;10/12/2016;Swansea;Sunderland;3;0;H
E0;10/12/2016;Watford;Everton;3;2;H
E0;11/12/2016;Chelsea;West Brom;1;0;H
E0;11/12/2016;Liverpool;West Ham;2;2;D
E0;11/12/2016;Man United;Tottenham;1;0;H
E0;11/12/2016;Southampton;Middlesbrough;1;0;H
E0;13/12/2016;Bournemouth;Leicester;1;0;H
E0;13/12/2016;Everton;Arsenal;2;1;H
E0;14/12/2016;Crystal Palace;Man United;1;2;A
E0;14/12/2016;Man City;Watford;2;0;H
E0;14/12/2016;Middlesbrough;Liverpool;0;3;A
E0;14/12/2016;Stoke;Southampton;0;0;D
E0;14/12/2016;Sunderland;Chelsea;0;1;A
E0;14/12/2016;Tottenham;Hull;3;0;H
E0;14/12/2016;West Brom;Swansea;3;1;H
E0;14/12/2016;West Ham;Burnley;1;0;H
E0;17/12/2016;Crystal Palace;Chelsea;0;1;A
E0;17/12/2016;Middlesbrough;Swansea;3;0;H
E0;17/12/2016;Stoke;Leicester;2;2;D
E0;17/12/2016;Sunderland;Watford;1;0;H
E0;17/12/2016;West Brom;Man United;0;2;A
E0;17/12/2016;West Ham;Hull;1;0;H
E0;18/12/2016;Bournemouth;Southampton;1;3;A
E0;18/12/2016;Man City;Arsenal;2;1;H
E0;18/12/2016;Tottenham;Burnley;2;1;H
E0;19/12/2016;Everton;Liverpool;0;1;A
E0;26/12/2016;Arsenal;West Brom;1;0;H
E0;26/12/2016;Burnley;Middlesbrough;1;0;H
E0;26/12/2016;Chelsea;Bournemouth;3;0;H
E0;26/12/2016;Hull;Man City;0;3;A
E0;26/12/2016;Leicester;Everton;0;2;A
E0;26/12/2016;Man United;Sunderland;3;1;H
E0;26/12/2016;Swansea;West Ham;1;4;A
E0;26/12/2016;Watford;Crystal Palace;1;1;D
E0;27/12/2016;Liverpool;Stoke;4;1;H
E0;28/12/2016;Southampton;Tottenham;1;4;A
E0;30/12/2016;Hull;Everton;2;2;D
E0;31/12/2016;Burnley;Sunderland;4;1;H
E0;31/12/2016;Chelsea;Stoke;4;2;H
E0;31/12/2016;Leicester;West Ham;1;0;H
E0;31/12/2016;Liverpool;Man City;1;0;H
E0;31/12/2016;Man United;Middlesbrough;2;1;H
E0;31/12/2016;Southampton;West Brom;1;2;A
E0;31/12/2016;Swansea;Bournemouth;0;3;A
E0;01/01/2017;Arsenal;Crystal Palace;2;0;H
E0;01/01/2017;Watford;Tottenham;1;4;A
E0;02/01/2017;Everton;Southampton;3;0;H
E0;02/01/2017;Man City;Burnley;2;1;H
E0;02/01/2017;Middlesbrough;Leicester;0;0;D
E0;02/01/2017;Sunderland;Liverpool;2;2;D
E0;02/01/2017;West Brom;Hull;3;1;H
E0;02/01/2017;West Ham;Man United;0;2;A
E0;03/01/2017;Bournemouth;Arsenal;3;3;D
E0;03/01/2017;Crystal Palace;Swansea;1;2;A
E0;03/01/2017;Stoke;Watford;2;0;H
E0;04/01/2017;Tottenham;Chelsea;2;0;H
E0;14/01/2017;Burnley;Southampton;1;0;H
E0;14/01/2017;Hull;Bournemouth;3;1;H
E0;14/01/2017;Leicester;Chelsea;0;3;A
E0;14/01/2017;Sunderland;Stoke;1;3;A
E0;14/01/2017;Swansea;Arsenal;0;4;A
E0;14/01/2017;Tottenham;West Brom;4;0;H
E0;14/01/2017;Watford;Middlesbrough;0;0;D
E0;14/01/2017;West Ham;Crystal Palace;3;0;H
E0;15/01/2017;Everton;Man City;4;0;H
E0;15/01/2017;Man United;Liverpool;1;1;D
E0;21/01/2017;Bournemouth;Watford;2;2;D
E0;21/01/2017;Crystal Palace;Everton;0;1;A
E0;21/01/2017;Liverpool;Swansea;2;3;A
E0;21/01/2017;Man City;Tottenham;2;2;D
E0;21/01/2017;Middlesbrough;West Ham;1;3;A
E0;21/01/2017;Stoke;Man United;1;1;D
E0;21/01/2017;West Brom;Sunderland;2;0;H
E0;22/01/2017;Arsenal;Burnley;2;1;H
E0;22/01/2017;Chelsea;Hull;2;0;H
E0;22/01/2017;Southampton;Leicester;3;0;H
E0;31/01/2017;Arsenal;Watford;1;2;A
E0;31/01/2017;Bournemouth;Crystal Palace;0;2;A
E0;31/01/2017;Burnley;Leicester;1;0;H
E0;31/01/2017;Liverpool;Chelsea;1;1;D
E0;31/01/2017;Middlesbrough;West Brom;1;1;D
E0;31/01/2017;Sunderland;Tottenham;0;0;D
E0;31/01/2017;Swansea;Southampton;2;1;H
E0;01/02/2017;Man United;Hull;0;0;D
E0;01/02/2017;Stoke;Everton;1;1;D
E0;01/02/2017;West Ham;Man City;0;4;A
E0;04/02/2017;Chelsea;Arsenal;3;1;H
E0;04/02/2017;Crystal Palace;Sunderland;0;4;A
E0;04/02/2017;Everton;Bournemouth;6;3;H
E0;04/02/2017;Hull;Liverpool;2;0;H
E0;04/02/2017;Southampton;West Ham;1;3;A
E0;04/02/2017;Tottenham;Middlesbrough;1;0;H
E0;04/02/2017;Watford;Burnley;2;1;H
E0;04/02/2017;West Brom;Stoke;1;0;H
E0;05/02/2017;Leicester;Man United;0;3;A
E0;05/02/2017;Man City;Swansea;2;1;H
E0;11/02/2017;Arsenal;Hull;2;0;H
E0;11/02/2017;Liverpool;Tottenham;2;0;H
E0;11/02/2017;Man United;Watford;2;0;H
E0;11/02/2017;Middlesbrough;Everton;0;0;D
E0;11/02/2017;Stoke;Crystal Palace;1;0;H
E0;11/02/2017;Sunderland;Southampton;0;4;A
E0;11/02/2017;West Ham;West Brom;2;2;D
E0;12/02/2017;Burnley;Chelsea;1;1;D
E0;12/02/2017;Swansea;Leicester;2;0;H
E0;13/02/2017;Bournemouth;Man City;0;2;A
E0;25/02/2017;Chelsea;Swansea;3;1;H
E0;25/02/2017;Crystal Palace;Middlesbrough;1;0;H
E0;25/02/2017;Everton;Sunderland;2;0;H
E0;25/02/2017;Hull;Burnley;1;1;D
E0;25/02/2017;Watford;West Ham;1;1;D
E0;25/02/2017;West Brom;Bournemouth;2;1;H
E0;26/02/2017;Tottenham;Stoke;4;0;H
E0;27/02/2017;Leicester;Liverpool;3;1;H
E0;04/03/2017;Leicester;Hull;3;1;H
E0;04/03/2017;Liverpool;Arsenal;3;1;H
E0;04/03/2017;Man United;Bournemouth;1;1;D
E0;04/03/2017;Stoke;Middlesbrough;2;0;H
E0;04/03/2017;Swansea;Burnley;3;2;H
E0;04/03/2017;Watford;Southampton;3;4;A
E0;04/03/2017;West Brom;Crystal Palace;0;2;A
E0;05/03/2017;Sunderland;Man City;0;2;A
E0;05/03/2017;Tottenham;Everton;3;2;H
E0;06/03/2017;West Ham;Chelsea;1;2;A
E0;08/03/2017;Man City;Stoke;0;0;D
E0;11/03/2017;Bournemouth;West Ham;3;2;H
E0;11/03/2017;Everton;West Brom;3;0;H
E0;11/03/2017;Hull;Swansea;2;1;H
E0;12/03/2017;Liverpool;Burnley;2;1;H
E0;18/03/2017;Bournemouth;Swansea;2;0;H
E0;18/03/2017;Crystal Palace;Watford;1;0;H
E0;18/03/2017;Everton;Hull;4;0;H
E0;18/03/2017;Stoke;Chelsea;1;2;A
E0;18/03/2017;Sunderland;Burnley;0;0;D
E0;18/03/2017;West Brom;Arsenal;3;1;H
E0;18/03/2017;West Ham;Leicester;2;3;A
E0;19/03/2017;Man City;Liverpool;1;1;D
E0;19/03/2017;Middlesbrough;Man United;1;3;A
E0;19/03/2017;Tottenham;Southampton;2;1;H
E0;01/04/2017;Burnley;Tottenham;0;2;A
E0;01/04/2017;Chelsea;Crystal Palace;1;2;A
E0;01/04/2017;Hull;West Ham;2;1;H
E0;01/04/2017;Leicester;Stoke;2;0;H
E0;01/04/2017;Liverpool;Everton;3;1;H
E0;01/04/2017;Man United;West Brom;0;0;D
E0;01/04/2017;Southampton;Bournemouth;0;0;D
E0;01/04/2017;Watford;Sunderland;1;0;H
E0;02/04/2017;Arsenal;Man City;2;2;D
E0;02/04/2017;Swansea;Middlesbrough;0;0;D
E0;04/04/2017;Burnley;Stoke;1;0;H
E0;04/04/2017;Leicester;Sunderland;2;0;H
E0;04/04/2017;Man United;Everton;1;1;D
E0;04/04/2017;Watford;West Brom;2;0;H
E0;05/04/2017;Arsenal;West Ham;3;0;H
E0;05/04/2017;Chelsea;Man City;2;1;H
E0;05/04/2017;Hull;Middlesbrough;4;2;H
E0;05/04/2017;Liverpool;Bournemouth;2;2;D
E0;05/04/2017;Southampton;Crystal Palace;3;1;H
E0;05/04/2017;Swansea;Tottenham;1;3;A
E0;08/04/2017;Bournemouth;Chelsea;1;3;A
E0;08/04/2017;Man City;Hull;3;1;H
E0;08/04/2017;Middlesbrough;Burnley;0;0;D
E0;08/04/2017;Stoke;Liverpool;1;2;A
E0;08/04/2017;Tottenham;Watford;4;0;H
E0;08/04/2017;West Brom;Southampton;0;1;A
E0;08/04/2017;West Ham;Swansea;1;0;H
E0;09/04/2017;Everton;Leicester;4;2;H
E0;09/04/2017;Sunderland;Man United;0;3;A
E0;10/04/2017;Crystal Palace;Arsenal;3;0;H
E0;15/04/2017;Crystal Palace;Leicester;2;2;D
E0;15/04/2017;Everton;Burnley;3;1;H
E0;15/04/2017;Southampton;Man City;0;3;A
E0;15/04/2017;Stoke;Hull;3;1;H
E0;15/04/2017;Sunderland;West Ham;2;2;D
E0;15/04/2017;Tottenham;Bournemouth;4;0;H
E0;15/04/2017;Watford;Swansea;1;0;H
E0;16/04/2017;Man United;Chelsea;2;0;H
E0;16/04/2017;West Brom;Liverpool;0;1;A
E0;17/04/2017;Middlesbrough;Arsenal;1;2;A
E0;22/04/2017;Bournemouth;Middlesbrough;4;0;H
E0;22/04/2017;Hull;Watford;2;0;H
E0;22/04/2017;Swansea;Stoke;2;0;H
E0;22/04/2017;West Ham;Everton;0;0;D
E0;23/04/2017;Burnley;Man United;0;2;A
E0;23/04/2017;Liverpool;Crystal Palace;1;2;A
E0;25/04/2017;Chelsea;Southampton;4;2;H
E0;26/04/2017;Arsenal;Leicester;1;0;H
E0;26/04/2017;Crystal Palace;Tottenham;0;1;A
E0;26/04/2017;Middlesbrough;Sunderland;1;0;H
E0;27/04/2017;Man City;Man United;0;0;D
E0;29/04/2017;Crystal Palace;Burnley;0;2;A
E0;29/04/2017;Southampton;Hull;0;0;D
E0;29/04/2017;Stoke;West Ham;0;0;D
E0;29/04/2017;Sunderland;Bournemouth;0;1;A
E0;29/04/2017;West Brom;Leicester;0;1;A
E0;30/04/2017;Everton;Chelsea;0;3;A
E0;30/04/2017;Man United;Swansea;1;1;D
E0;30/04/2017;Middlesbrough;Man City;2;2;D
E0;30/04/2017;Tottenham;Arsenal;2;0;H
E0;01/05/2017;Watford;Liverpool;0;1;A
E0;05/05/2017;West Ham;Tottenham;1;0;H
E0;06/05/2017;Bournemouth;Stoke;2;2;D
E0;06/05/2017;Burnley;West Brom;2;2;D
E0;06/05/2017;Hull;Sunderland;0;2;A
E0;06/05/2017;Leicester;Watford;3;0;H
E0;06/05/2017;Man City;Crystal Palace;5;0;H
E0;06/05/2017;Swansea;Everton;1;0;H
E0;07/05/2017;Arsenal;Man United;2;0;H
E0;07/05/2017;Liverpool;Southampton;0;0;D
E0;08/05/2017;Chelsea;Middlesbrough;3;0;H
E0;10/05/2017;Southampton;Arsenal;0;2;A
E0;12/05/2017;Everton;Watford;1;0;H
E0;12/05/2017;West Brom;Chelsea;0;1;A
E0;13/05/2017;Bournemouth;Burnley;2;1;H
E0;13/05/2017;Man City;Leicester;2;1;H
E0;13/05/2017;Middlesbrough;Southampton;1;2;A
E0;13/05/2017;Stoke;Arsenal;1;4;A
E0;13/05/2017;Sunderland;Swansea;0;2;A
E0;14/05/2017;Crystal Palace;Hull;4;0;H
E0;14/05/2017;Tottenham;Man United;2;1;H
E0;14/05/2017;West Ham;Liverpool;0;4;A
E0;15/05/2017;Chelsea;Watford;4;3;H
E0;16/05/2017;Arsenal;Sunderland;2;0;H
E0;16/05/2017;Man City;West Brom;3;1;H
E0;17/05/2017;Southampton;Man United;0;0;D
E0;18/05/2017;Leicester;Tottenham;1;6;A
E0;21/05/2017;Arsenal;Everton;3;1;H
E0;21/05/2017;Burnley;West Ham;1;2;A
E0;21/05/2017;Chelsea;Sunderland;5;1;H
E0;21/05/2017;Hull;Tottenham;1;7;A
E0;21/05/2017;Leicester;Bournemouth;1;1;D
E0;21/05/2017;Liverpool;Middlesbrough;3;0;H
E0;21/05/2017;Man United;Crystal Palace;2;0;H
E0;21/05/2017;Southampton;Stoke;0;1;A
E0;21/05/2017;Swansea;West Brom;2;1;H
E0;21/05/2017;Watford;Man City;0;5;A
