Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR
E0;03/11/2018;Bournemouth;Man United;1;2;A
E0;03/11/2018;Cardiff;Leicester;0;1;A
E0;03/11/2018;Everton;Brighton;3;1;H
E0;03/11/2018;Newcastle;Watford;1;0;H
E0;03/11/2018;West Ham;Burnley;4;2;H
E0;03/11/2018;Wolves;Tottenham;2;3;A
E0;04/11/2018;Chelsea;Crystal Palace;3;1;H
E0;04/11/2018;Man City;Southampton;6;1;H
E0;05/11/2018;Huddersfield;Fulham;1;0;H
E0;10/11/2018;Cardiff;Brighton;2;1;H
E0;10/11/2018;Crystal Palace;Tottenham;0;1;A
E0;10/11/2018;Huddersfield;West Ham;1;1;D
E0;10/11/2018;Leicester;Burnley;0;0;D
E0;10/11/2018;Newcastle;Bournemouth;2;1;H
E0;10/11/2018;Southampton;Watford;1;1;D
E0;11/11/2018;Arsenal;Wolves;1;1;D
E0;11/11/2018;Chelsea;Everton;0;0;D
E0;11/11/2018;Liverpool;Fulham;2;0;H
E0;11/11/2018;Man City;Man United;3;1;H
E0;24/11/2018;Brighton;Leicester;1;1;D
E0;24/11/2018;Everton;Cardiff;1;0;H
E0;24/11/2018;Fulham;Southampton;3;2;H
E0;24/11/2018;Man United;Crystal Palace;0;0;D
E0;24/11/2018;Tottenham;Chelsea;3;1;H
E0;24/11/2018;Watford;Liverpool;0;3;A
E0;24/11/2018;West Ham;Man City;0;4;A
E0;25/11/2018;Bournemouth;Arsenal;1;2;A
E0;25/11/2018;Wolves;Huddersfield;0;2;A
E0;26/11/2018;Burnley;Newcastle;1;2;A
E0;30/11/2018;Cardiff;Wolves;2;1;H
E0;01/12/2018;Crystal Palace;Burnley;2;0;H
E0;01/12/2018;Huddersfield;Brighton;1;2;A
E0;01/12/2018;Leicester;Watford;2;0;H
E0;01/12/2018;Man City;Bournemouth;3;1;H
E0;01/12/2018;Newcastle;West Ham;0;3;A
E0;01/12/2018;Southampton;Man United;2;2;D
E0;02/12/2018;Arsenal;Tottenham;4;2;H
E0;02/12/2018;Chelsea;Fulham;2;0;H
E0;02/12/2018;Liverpool;Everton;1;0;H
E0;04/12/2018;Bournemouth;Huddersfield;2;1;H
E0;04/12/2018;Brighton;Crystal Palace;3;1;H
E0;04/12/2018;Watford;Man City;1;2;A
E0;04/12/2018;West Ham;Cardiff;3;1;H
E0;05/12/2018;Burnley;Liverpool;1;3;A
E0;05/12/2018;Everton;Newcastle;1;1;D
E0;05/12/2018;Fulham;Leicester;1;1;D
E0;05/12/2018;Man United;Arsenal;2;2;D
E0;05/12/2018;Tottenham;Southampton;3;1;H
E0;05/12/2018;Wolves;Chelsea;2;1;H
E0;08/12/2018;Arsenal;Huddersfield;1;0;H
E0;08/12/2018;Bournemouth;Liverpool;0;4;A
E0;08/12/2018;Burnley;Brighton;1;0;H
E0;08/12/2018;Cardiff;Southampton;1;0;H
E0;08/12/2018;Chelsea;Man City;2;0;H
E0;08/12/2018;Leicester;Tottenham;0;2;A
E0;08/12/2018;Man United;Fulham;4;1;H
E0;08/12/2018;West Ham;Crystal Palace;3;2;H
E0;09/12/2018;Newcastle;Wolves;1;2;A
E0;10/12/2018;Everton;Watford;2;2;D
E0;15/12/2018;Crystal Palace;Leicester;1;0;H
E0;15/12/2018;Fulham;West Ham;0;2;A
E0;15/12/2018;Huddersfield;Newcastle;0;1;A
E0;15/12/2018;Man City;Everton;3;1;H
E0;15/12/2018;Tottenham;Burnley;1;0;H
E0;15/12/2018;Watford;Cardiff;3;2;H
E0;15/12/2018;Wolves;Bournemouth;2;0;H
E0;16/12/2018;Brighton;Chelsea;1;2;A
E0;16/12/2018;Liverpool;Man United;3;1;H
E0;16/12/2018;Southampton;Arsenal;3;2;H
E0;21/12/2018;Wolves;Liverpool;0;2;A
E0;22/12/2018;Arsenal;Burnley;3;1;H
E0;22/12/2018;Bournemouth;Brighton;2;0;H
E0;22/12/2018;Cardiff;Man United;1;5;A
E0;22/12/2018;Chelsea;Leicester;0;1;A
E0;22/12/2018;Huddersfield;Southampton;1;3;A
E0;22/12/2018;Man City;Crystal Palace;2;3;A
E0;22/12/2018;Newcastle;Fulham;0;0;D
E0;22/12/2018;West Ham;Watford;0;2;A
E0;23/12/2018;Everton;Tottenham;2;6;A
E0;26/12/2018;Brighton;Arsenal;1;1;D
E0;26/12/2018;Burnley;Everton;1;5;A
E0;26/12/2018;Crystal Palace;Cardiff;0;0;D
E0;26/12/2018;Fulham;Wolves;1;1;D
E0;26/12/2018;Leicester;Man City;2;1;H
E0;26/12/2018;Liverpool;Newcastle;4;0;H
E0;26/12/2018;Man United;Huddersfield;3;1;H
E0;26/12/2018;Tottenham;Bournemouth;5;0;H
E0;26/12/2018;Watford;Chelsea;1;2;A
E0;27/12/2018;Southampton;West Ham;1;2;A
E0;29/12/2018;Brighton;Everton;1;0;H
E0;29/12/2018;Fulham;Huddersfield;1;0;H
E0;29/12/2018;Leicester;Cardiff;0;1;A
E0;29/12/2018;Liverpool;Arsenal;5;1;H
E0;29/12/2018;Tottenham;Wolves;1;3;A
E0;29/12/2018;Watford;Newcastle;1;1;D
E0;30/12/2018;Burnley;West Ham;2;0;H
E0;30/12/2018;Crystal Palace;Chelsea;0;1;A
E0;30/12/2018;Man United;Bournemouth;4;1;H
E0;30/12/2018;Southampton;Man City;1;3;A
E0;01/01/2019;Arsenal;Fulham;4;1;H
E0;01/01/2019;Cardiff;Tottenham;0;3;A
E0;01/01/2019;Everton;Leicester;0;1;A
E0;02/01/2019;Bournemouth;Watford;3;3;D
E0;02/01/2019;Chelsea;Southampton;0;0;D
E0;02/01/2019;Huddersfield;Burnley;1;2;A
E0;02/01/2019;Newcastle;Man United;0;2;A
E0;02/01/2019;West Ham;Brighton;2;2;D
E0;02/01/2019;Wolves;Crystal Palace;0;2;A
E0;03/01/2019;Man City;Liverpool;2;1;H
E0;12/01/2019;Brighton;Liverpool;0;1;A
E0;12/01/2019;Burnley;Fulham;2;1;H
E0;12/01/2019;Cardiff;Huddersfield;0;0;D
E0;12/01/2019;Chelsea;Newcastle;2;1;H
E0;12/01/2019;Crystal Palace;Watford;1;2;A
E0;12/01/2019;Leicester;Southampton;1;2;A
E0;12/01/2019;West Ham;Arsenal;1;0;H
E0;13/01/2019;Everton;Bournemouth;2;0;H
E0;13/01/2019;Tottenham;Man United;0;1;A
E0;14/01/2019;Man City;Wolves;3;0;H
E0;19/01/2019;Arsenal;Chelsea;2;0;H
E0;19/01/2019;Bournemouth;West Ham;2;0;H
E0;19/01/2019;Liverpool;Crystal Palace;4;3;H
E0;19/01/2019;Man United;Brighton;2;1;H
E0;19/01/2019;Newcastle;Cardiff;3;0;H
E0;19/01/2019;Southampton;Everton;2;1;H
E0;19/01/2019;Watford;Burnley;0;0;D
E0;19/01/2019;Wolves;Leicester;4;3;H
E0;20/01/2019;Fulham;Tottenham;1;2;A
E0;20/01/2019;Huddersfield;Man City;0;3;A
E0;29/01/2019;Arsenal;Cardiff;2;1;H
E0;29/01/2019;Fulham;Brighton;4;2;H
E0;29/01/2019;Huddersfield;Everton;0;1;A
E0;29/01/2019;Man United;Burnley;2;2;D
E0;29/01/2019;Newcastle;Man City;2;1;H
E0;29/01/2019;Wolves;West Ham;3;0;H
E0;30/01/2019;Bournemouth;Chelsea;4;0;H
E0;30/01/2019;Liverpool;Leicester;1;1;D
E0;30/01/2019;Southampton;Crystal Palace;1;1;D
E0;30/01/2019;Tottenham;Watford;2;1;H
E0;02/02/2019;Brighton;Watford;0;0;D
E0;02/02/2019;Burnley;Southampton;1;1;D
E0;02/02/2019;Cardiff;Bournemouth;2;0;H
E0;02/02/2019;Chelsea;Huddersfield;5;0;H
E0;02/02/2019;Crystal Palace;Fulham;2;0;H
E0;02/02/2019;Everton;Wolves;1;3;A
E0;02/02/2019;Tottenham;Newcastle;1;0;H
E0;03/02/2019;Leicester;Man United;0;1;A
E0;03/02/2019;Man City;Arsenal;3;1;H
E0;04/02/2019;West Ham;Liverpool;1;1;D
E0;06/02/2019;Everton;Man City;0;2;A
E0;09/02/2019;Brighton;Burnley;1;3;A
E0;09/02/2019;Crystal Palace;West Ham;1;1;D
E0;09/02/2019;Fulham;Man United;0;3;A
E0;09/02/2019;Huddersfield;Arsenal;1;2;A
E0;09/02/2019;Liverpool;Bournemouth;3;0;H
E0;09/02/2019;Southampton;Cardiff;1;2;A
E0;09/02/2019;Watford;Everton;1;0;H
E0;10/02/2019;Man City;Chelsea;6;0;H
E0;10/02/2019;Tottenham;Leicester;3;1;H
E0;11/02/2019;Wolves;Newcastle;1;1;D
E0;22/02/2019;Cardiff;Watford;1;5;A
E0;22/02/2019;West Ham;Fulham;3;1;H
E0;23/02/2019;Bournemouth;Wolves;1;1;D
E0;23/02/2019;Burnley;Tottenham;2;1;H
E0;23/02/2019;Leicester;Crystal Palace;1;4;A
E0;23/02/2019;Newcastle;Huddersfield;2;0;H
E0;24/02/2019;Arsenal;Southampton;2;0;H
E0;24/02/2019;Man United;Liverpool;0;0;D
E0;26/02/2019;Cardiff;Everton;0;3;A
E0;26/02/2019;Huddersfield;Wolves;1;0;H
E0;26/02/2019;Leicester;Brighton;2;1;H
E0;26/02/2019;Newcastle;Burnley;2;0;H
E0;27/02/2019;Arsenal;Bournemouth;5;1;H
E0;27/02/2019;Chelsea;Tottenham;2;0;H
E0;27/02/2019;Crystal Palace;Man United;1;3;A
E0;27/02/2019;Liverpool;Watford;5;0;H
E0;27/02/2019;Man City;West Ham;1;0;H
E0;27/02/2019;Southampton;Fulham;2;0;H
E0;02/03/2019;Bournemouth;Man City;0;1;A
E0;02/03/2019;Brighton;Huddersfield;1;0;H
E0;02/03/2019;Burnley;Crystal Palace;1;3;A
E0;02/03/2019;Man United;Southampton;3;2;H
E0;02/03/2019;Tottenham;Arsenal;1;1;D
E0;02/03/2019;West Ham;Newcastle;2;0;H
E0;02/03/2019;Wolves;Cardiff;2;0;H
E0;03/03/2019;Everton;Liverpool;0;0;D
E0;03/03/2019;Fulham;Chelsea;1;2;A
E0;03/03/2019;Watford;Leicester;2;1;H
E0;09/03/2019;Cardiff;West Ham;2;0;H
E0;09/03/2019;Crystal Palace;Brighton;1;2;A
E0;09/03/2019;Huddersfield;Bournemouth;0;2;A
E0;09/03/2019;Leicester;Fulham;3;1;H
E0;09/03/2019;Man City;Watford;3;1;H
E0;09/03/2019;Newcastle;Everton;3;2;H
E0;09/03/2019;Southampton;Tottenham;2;1;H
E0;10/03/2019;Arsenal;Man United;2;0;H
E0;10/03/2019;Chelsea;Wolves;1;1;D
E0;10/03/2019;Liverpool;Burnley;4;2;H
E0;16/03/2019;Bournemouth;Newcastle;2;2;D
E0;16/03/2019;Burnley;Leicester;1;2;A
E0;16/03/2019;West Ham;Huddersfield;4;3;H
E0;17/03/2019;Everton;Chelsea;2;0;H
E0;17/03/2019;Fulham;Liverpool;1;2;A
E0;30/03/2019;Brighton;Southampton;0;1;A
E0;30/03/2019;Burnley;Wolves;2;0;H
E0;30/03/2019;Crystal Palace;Huddersfield;2;0;H
E0;30/03/2019;Fulham;Man City;0;2;A
E0;30/03/2019;Leicester;Bournemouth;2;0;H
E0;30/03/2019;Man United;Watford;2;1;H
E0;30/03/2019;West Ham;Everton;0;2;A
E0;31/03/2019;Cardiff;Chelsea;1;2;A
E0;31/03/2019;Liverpool;Tottenham;2;1;H
E0;01/04/2019;Arsenal;Newcastle;2;0;H
E0;02/04/2019;Watford;Fulham;4;1;H
E0;02/04/2019;Wolves;Man United;2;1;H
E0;03/04/2019;Chelsea;Brighton;3;0;H
E0;03/04/2019;Man City;Cardiff;2;0;H
E0;03/04/2019;Tottenham;Crystal Palace;2;0;H
E0;05/04/2019;Southampton;Liverpool;1;3;A
E0;06/04/2019;Bournemouth;Burnley;1;3;A
E0;06/04/2019;Huddersfield;Leicester;1;4;A
E0;06/04/2019;Newcastle;Crystal Palace;0;1;A
E0;07/04/2019;Everton;Arsenal;1;0;H
E0;08/04/2019;Chelsea;West Ham;2;0;H
E0;12/04/2019;Leicester;Newcastle;0;1;A
E0;13/04/2019;Brighton;Bournemouth;0;5;A
E0;13/04/2019;Burnley;Cardiff;2;0;H
E0;13/04/2019;Fulham;Everton;2;0;H
E0;13/04/2019;Man United;West Ham;2;1;H
E0;13/04/2019;Southampton;Wolves;3;1;H
E0;13/04/2019;Tottenham;Huddersfield;4;0;H
E0;14/04/2019;Crystal Palace;Man City;1;3;A
E0;14/04/2019;Liverpool;Chelsea;2;0;H
E0;15/04/2019;Watford;Arsenal;0;1;A
E0;16/04/2019;Brighton;Cardiff;0;2;A
E0;20/04/2019;Bournemouth;Fulham;0;1;A
E0;20/04/2019;Huddersfield;Watford;1;2;A
E0;20/04/2019;Man City;Tottenham;1;0;H
E0;20/04/2019;Newcastle;Southampton;3;1;H
E0;20/04/2019;West Ham;Leicester;2;2;D
E0;20/04/2019;Wolves;Brighton;0;0;D
E0;21/04/2019;Arsenal;Crystal Palace;2;3;A
E0;21/04/2019;Cardiff;Liverpool;0;2;A
E0;21/04/2019;Everton;Man United;4;0;H
E0;22/04/2019;Chelsea;Burnley;2;2;D
E0;23/04/2019;Tottenham;Brighton;1;0;H
E0;23/04/2019;Watford;Southampton;1;1;D
E0;24/04/2019;Man United;Man City;0;2;A
E0;24/04/2019;Wolves;Arsenal;3;1;H
E0;26/04/2019;Liverpool;Huddersfield;5;0;H
E0;27/04/2019;Brighton;Newcastle;1;1;D
E0;27/04/2019;Crystal Palace;Everton;0;0;D
E0;27/04/2019;Fulham;Cardiff;1;0;H
E0;27/04/2019;Southampton;Bournemouth;3;3;D
E0;27/04/2019;Tottenham;West Ham;0;1;A
E0;27/04/2019;Watford;Wolves;1;2;A
E0;28/04/2019;Burnley;Man City;0;1;A
E0;28/04/2019;Leicester;Arsenal;3;0;H
E0;28/04/2019;Man United;Chelsea;1;1;D
E0;03/05/2019;Everton;Burnley;2;0;H
E0;04/05/2019;Bournemouth;Tottenham;1;0;H
E0;04/05/2019;Cardiff;Crystal Palace;2;3;A
E0;04/05/2019;Newcastle;Liverpool;2;3;A
E0;04/05/2019;West Ham;Southampton;3;0;H
E0;04/05/2019;Wolves;Fulham;1;0;H
E0;05/05/2019;Arsenal;Brighton;1;1;D
E0;05/05/2019;Chelsea;Watford;3;0;H
E0;05/05/2019;Huddersfield;Man United;1;1;D
E0;06/05/2019;Man City;Leicester;1;0;H
E0;12/05/2019;Brighton;Man City;1;4;A
E0;12/05/2019;Burnley;Arsenal;1;3;A
E0;12/05/2019;Crystal Palace;Bournemouth;5;3;H
E0;12/05/2019;Fulham;Newcastle;0;4;A
E0;12/05/2019;Leicester;Chelsea;0;0;D
E0;12/05/2019;Liverpool;Wolves;2;0;H
E0;12/05/2019;Man United;Cardiff;0;2;A
E0;12/05/2019;Southampton;Huddersfield;1;1;D
E0;12/05/2019;Tottenham;Everton;2;2;D
E0;12/05/2019;Watford;West Ham;1;4;A
